community_name,region_name,town_name,detail_address,subway_name,subway_station,subway_distance,completion_date_year,location_with_center
华业玫瑰郡,朝阳,石佛营,石佛营路,6号线,十里堡,859,2008年,四五环之间
瑞和国际,朝阳,定福庄,定福庄北街,6号线,褡裢坡,993,2000年,五六环之间
机场南路东里,朝阳,首都机场,机场南路,机场线,T3航,楼站1680,1998年,五六环之间
华悦国际公寓,朝阳,亚运村,大屯北路,5号线,大屯路东,500,2006年,四五环之间
阳明广场,朝阳,亚运村小营,小营路10号,15号线,关庄,888,2001年,四五环之间
新源里东小区,朝阳,三元桥,新源街,10号线,亮马桥,1038,1985年,二三环之间
科学园南里四区,朝阳,南沙滩,科学院南里东街,15号线,奥林匹克公园,963,1998年,四五环之间
优士阁,朝阳,双井,广渠门外大街8号,10号线,双井,217,2003年,二三环之间
劲松六区,朝阳,劲松,劲松南路,10号线,劲松,903,2015年,二三环之间
机场南路西里,朝阳,首都机场,机场南路,机场线,T3航,楼站1907,2015年,五六环之间
慧忠北里第二社区,朝阳,亚运村,安立路,15号线,安立路,579,2000年,四五环之间
绿岛苑(东区),朝阳,定福庄,朝阳路,八通线,传媒大学,1051,1994年,五六环之间
金隅凤麟洲,朝阳,朝阳公园,姚家园西里9号,6号线,青年路,2216,2003年,四五环之间
望馨花园,朝阳,望京,利泽西二路,14号线(东),东湖渠,579,2001年,四五环之间
北沙滩8号院,朝阳,北沙滩,北沙滩8号,15号线,北沙滩,758,1998年,四五环之间
景龙国际,朝阳,亚运村,拂林路9号,5号线,北苑路北,822,2000年,五六环之间
望京路10号院,朝阳,花家地,望京路10号,14号线(东),阜通,489,1987年,四五环之间
水碓子西里,朝阳,团结湖,团结湖路52号,10号线,呼家楼,552,2015年,三四环之间
太平庄南里小区,朝阳,工体,春秀路,机场线,东直门,916,1992年,二三环之间
上林世家,朝阳,奥林匹克公园,林萃路1号,8号线,林萃桥,278,2012年,四五环之间
汇成家园,朝阳,朝青板块,青年路22号,6号线,青年路,610,2001年,四五环之间
小关东里10号院,朝阳,小关,北土城东路,5号线,惠新西街南口,274,1992年,三四环之间
康城香草天空,朝阳,管庄,双桥东路9号,八通线,管庄,2665,2004年,五六环之间
北京金岛花园,朝阳,柳芳,西坝河南路1号,13号线,柳芳,339,1999年,二三环之间
明天第一城5号院,朝阳,北苑,立清路5号,13号线,立水桥,730,2007年,五六环之间
高家园社区(一区),朝阳,酒仙桥,芳园西路,14号线(东),望京南,799,1984年,四五环之间
呼家楼新苑,朝阳,CBD,朝阳路,10号线,金台夕照,374,1998年,三四环之间
北窑地小区,朝阳,酒仙桥,酒仙桥北路,14号线(东),望京南,1803,2015年,四五环之间
新都市计划,朝阳,亚运村小营,北四环东路,5号线,惠新西街北口,565,1990年,四五环之间
濠景阁,朝阳,潘家园,东二环路,10号线,潘家园,1271,2002年,二三环之间
呼家楼西里,朝阳,呼家楼,朝阳路,10号线,金台夕照,565,2015年,三四环之间
北苑2号院,朝阳,北苑,北苑路2号,5号线,北苑路北,409,1995年,五六环之间
垡头北里,朝阳,垡头,垡头街,7号线,欢乐谷景区,1092,1982年,四五环之间
芳园南里,朝阳,酒仙桥,将台西路,14号线(东),将台,267,2000年,四五环之间
酒仙桥十街坊小区,朝阳,酒仙桥,红霞中路,14号线(东),东风北桥,584,1980年,四五环之间
绿城北京诚园,朝阳,南沙滩,南沙滩东路3号,15号线,北沙滩,785,2010年,四五环之间
奥加国际公寓,朝阳,三里屯,东直门外大街26号,机场线,东直门,1067,2010年,二三环之间
日月东华,朝阳,石佛营,石佛营东路,6号线,十里堡,1007,1998年,四五环之间
华辉苑,朝阳,潘家园,华威南路1-3号,14号线(东),十里河,461,1998年,二三环之间
亚奥人家,朝阳,健翔桥,安翔里1号,8号线,奥体中心,1006,1999年,四五环之间
芍药居14号院,朝阳,芍药居,文学馆路,10号线,芍药居,626,1991年,三四环之间
工体西里小区,朝阳,工体,工体西路,2号线,朝阳门,784,2002年,二三环之间
亚奥阳光,朝阳,健翔桥,健翔桥安翔里1号,8号线,奥体中心,1164,2004年,四五环之间
樱花园小区,朝阳,惠新西街,北京市朝阳区建安东路,10号线,惠新西街南口,505,1986年,三四环之间
博世祥园,朝阳,亚运村,北辰东路6号,15号线,安立路,552,2010年,四五环之间
金隅泰和园,朝阳,朝青板块,高井北街7号,八通线,高碑店,1162,2014年,四五环之间
劲松九区,朝阳,劲松,广渠门南滨河路,7号线,广渠门外,733,1982年,二三环之间
农光南路小区,朝阳,劲松,农光南路,14号线(东),北工大西门,682,1980年,三四环之间
香榭舍(商住楼),朝阳,华威桥,南新园西路6号,14号线(东),十里河,658,1999年,三四环之间
垂杨柳北里,朝阳,双井,垂杨柳中街,10号线,双井,424,1980年,二三环之间
马道口小区,朝阳,团结湖,水碓子中路,14号线(东),金台路,471,1980年,三四环之间
明天生活馆,朝阳,北苑,汤立路218号,13号线,立水桥,353,2000年,五六环之间
双桥小区,朝阳,双桥,广渠路,八通线,双桥,1638,1999年,五六环之间
蓝珏苑,朝阳,惠新西街,惠新西街16号,5号线,惠新西街北口,304,2003年,三四环之间
明天第一城1号院,朝阳,北苑,立清路1号,5号线,立水桥,352,2007年,五六环之间
北京好漾,朝阳,东坝,朝阳区东坝中路西200米,5号线,立水桥,352,2004年,五六环之间
酒仙桥一街坊,朝阳,酒仙桥,酒仙桥路,14号线(东),将台,720,1957年,四五环之间
福盈家园2号院(福盈家园东区),朝阳,定福庄,三间房西路2号,6号线,褡裢坡,433,2010年,五六环之间
花园闸北里,朝阳,定福庄,定福庄西街,八通线,传媒大学,622,2015年,五六环之间
广渠门外大街6号院,朝阳,双井,广渠门外大街6号,10号线,双井,235,1997年,二三环之间
天泰北双苑,朝阳,双桥,北花园街6号,八通线,传媒大学,757,2004年,五六环之间
君汇雅居,朝阳,工体,东三环北路,10号线,团结湖,295,2012年,二三环之间
牛王庙小区,朝阳,三里屯,东三环北路,10号线,亮马桥,490,1977年,二三环之间
晨光家园B区,朝阳,十里堡,石佛营路,6号线,十里堡,314,1999年,四五环之间
光华西里,朝阳,国贸,东大桥路,1号线,永安里,280,2000年,二三环之间
润民柳芳居,朝阳,左家庄,左家庄前街2号,13号线,柳芳,895,2003年,二三环之间
红松园,朝阳,东坝,东坝中路,13号线,柳芳,895,1985年,五六环之间
天天朝阳,朝阳,甘露园,甘露园西里8号,6号线,十里堡,904,2005年,四五环之间
东大桥斜街小区,朝阳,东大桥,东大桥斜街,6号线,东大桥,381,1980年,二三环之间
四季世家,朝阳,燕莎,亮马桥路48号,10号线,亮马桥,452,2008年,三四环之间
九号公寓,朝阳,朝阳公园,朝阳公园路9号,14号线(东),枣营,537,2010年,三四环之间
安苑东里一区,朝阳,惠新里,小关北里45号,5号线,惠新西街北口,562,1986年,三四环之间
建国公寓,朝阳,建外大街,建国里二巷94号,2号线,建国门,572,2001年,二三环之间
胜古馨园,朝阳,安贞,胜古中路,5号线,和平西桥,595,2003年,三四环之间
西大望路12号院,朝阳,大望路,西大望路12号,1号线,大望路,374,2000年,三四环之间
望京西园二区,朝阳,望京,宏昌路,15号线,望京,691,1999年,四五环之间
迪阳公寓,朝阳,朝外大街,芳草地西街,6号线,东大桥,654,1997年,二三环之间
望花路东里,朝阳,花家地,望花路,14号线(东),阜通,399,1983年,四五环之间
西军庄,朝阳,管庄,朝阳路,八通线,管庄,997,2000年,五六环之间
酒仙桥十二街坊,朝阳,酒仙桥,酒仙桥南路,14号线(东),东风北桥,669,2015年,四五环之间
农展南里社区,朝阳,团结湖,农展馆南路,10号线,团结湖,311,1980年,三四环之间
通惠家园惠泽园,朝阳,四惠,建国路,1号线,四惠,566,2002年,四五环之间
和平街(八区),朝阳,和平街,和平西街,5号线,和平里北街,549,1980年,二三环之间
富丽华园,朝阳,燕莎,麦子店街40号,10号线,亮马桥,552,2001年,三四环之间
宝石花苑,朝阳,亚运村,北苑路,15号线,关庄,502,2000年,四五环之间
力源里小区,朝阳,四惠,东四环中路,八通线,四惠,293,1996年,四五环之间
青年沟路23号院,朝阳,和平街,青年沟23号,5号线,和平里北街,510,2001年,二三环之间
宏大家园,朝阳,小红门,成寿寺路149号,10号线,成寿寺,669,2001年,三四环之间
林萃路10号院,朝阳,北沙滩,林萃路10号,15号线,北沙滩,1094,1996年,四五环之间
天泰新房苑,朝阳,双桥,北花园街8号,八通线,传媒大学,1075,2009年,五六环之间
北沙滩6号院,朝阳,北沙滩,北沙滩路6号,15号线,北沙滩,546,1990年,四五环之间
清境明湖,朝阳,朝阳公园,朝阳公园西路5号,14号线(东),枣营,360,1997年,三四环之间
怡馨园,朝阳,双井,广渠门外大街,10号线,双井,466,2002年,二三环之间
小陈各庄,朝阳,酒仙桥,酒仙桥路,14号线(东),将台,99,2015年,四五环之间
金蝉里,朝阳,欢乐谷,垡头西街,7号线,欢乐谷景区,729,2000年,四五环之间
丽苑小区,朝阳,来广营,香江北路,15号线,马泉营,642,2004年,五六环之间
甘露西园,朝阳,十里堡,青年路,1号线,四惠东,948,2005年,四五环之间
朝阳公园西里(北区),朝阳,朝阳公园,朝阳公园西路,14号线(东),枣营,462,1993年,三四环之间
天泰定福苑,朝阳,定福庄,定福庄北街,6号线,褡裢坡,640,2004年,五六环之间
扬州水乡(别墅),朝阳,豆各庄,郎辛庄北路58号,7号线,焦化厂,2790,2001年,五六环之间
太利花园,朝阳,大山子,和平路一号,15号线,马泉营,2254,1999年,五六环之间
丽都职工宿舍,朝阳,酒仙桥,芳园南里43号,14号线(东),将台,782,1988年,四五环之间
远洋LAVIE,朝阳,大山子,"康营东路,近机场高速",15号线,孙河,1912,2008年,五六环之间
团结湖中路北社区,朝阳,团结湖,团结湖路,10号线,呼家楼,678,1982年,三四环之间
惠新南里5号院,朝阳,惠新里,惠新南里5号,10号线,惠新西街南口,280,1983年,三四环之间
安苑里,朝阳,惠新里,安定路21号,10号线,安贞门,546,1983年,三四环之间
维多莉亚花园公寓,朝阳,朝阳公园,碧湖居南路,14号线(东),枣营,656,2006年,三四环之间
燕翔东里,朝阳,首都机场,机场南路,机场线,T3航,楼站1665,1985年,五六环之间
和泰园,朝阳,太阳宫,西坝河路,10号线,太阳宫,427,2001年,三四环之间
双合小区A区(建工双合家园A区),朝阳,垡头,双合中路,7号线,双合,458,30.00,四五环之间
中水电住宅小区,朝阳,百子湾,石门东路,7号线,百子湾,422,2000年,四五环之间
惠新西街5号院,朝阳,惠新西街,惠新西街5号,5号线,惠新西街南口,235,1998年,三四环之间
干杨树甲16号院,朝阳,亚运村,北四环东路,5号线,惠新西街北口,337,2001年,四五环之间
水岸双桥,朝阳,双桥,双桥路,八通线,双桥,317,2005年,五六环之间
品元,朝阳,安贞,裕民路12号,10号线,健德门,486,1999年,三四环之间
外企公寓,朝阳,大望路,西大望路15号,14号线(东),九龙山,107,2009年,三四环之间
迎曦园,朝阳,石佛营,姚家园路,6号线,十里堡,1354,1999年,四五环之间
胜古誉园,朝阳,安贞,胜古中路甲1号,10号线,安贞门,571,2011年,三四环之间
芳园南里西区,朝阳,酒仙桥,"芳园南街,近将台西路",14号线(东),将台,688,1991年,四五环之间
嘉铭园,朝阳,亚运村小营,小营路,15号线,关庄,411,2001年,四五环之间
三间房西里小区,朝阳,定福庄,朝阳路,6号线,褡裢坡,874,1995年,五六环之间
垂杨柳东里,朝阳,劲松,垂杨柳南街,10号线,劲松,497,1986年,二三环之间
元大都,朝阳,芍药居,"北土城东路,近育慧南路",10号线,芍药居,451,2015年,三四环之间
双桥六号井小区,朝阳,双桥,温泉东里中街,八通线,管庄,2166,1998年,五六环之间
美然动力街区A3区,朝阳,定福庄,朝阳北路,6号线,褡裢坡,515,2003年,五六环之间
望京花园西区,朝阳,望京,利泽中二路,14号线(东),东湖渠,484,1998年,四五环之间
幸福公寓,朝阳,工体,工人体育场北路,2号线,东四十条,1026,1997年,二三环之间
金兴路1号院,朝阳,望京,金兴路1号,14号线(东),望京南,698,2000年,四五环之间
裕民东里,朝阳,安贞,裕民路,10号线,健德门,552,1980年,三四环之间
裕民路3号院,朝阳,安贞,裕民路3号,8号线,北土城,580,1988年,三四环之间
银湖别墅,朝阳,首都机场,首都机场路,15号线,望京东,1483,1998年,四五环之间
东方东路小区,朝阳,燕莎,东方东路5号楼,10号线,亮马桥,550,1994年,三四环之间
周井大院,朝阳,管庄,朝阳路,八通线,双桥,719,1994年,五六环之间
六里屯西里,朝阳,团结湖,姚家园路,14号线(东),朝阳公园,717,2015年,三四环之间
将府家园,朝阳,酒仙桥,将台路,14号线(东),将台,1501,2004年,四五环之间
酒仙桥三街坊,朝阳,酒仙桥,酒仙桥南路,14号线(东),将台,1303,1993年,四五环之间
利景名门,朝阳,花家地,花家地东路5号,14号线(东),望京南,483,2000年,四五环之间
新华联丽景,朝阳,十里堡,十里堡路,6号线,十里堡,307,2006年,四五环之间
团结湖中路南三条小区,朝阳,团结湖,团结湖南路,14号线(东),金台路,614,1981年,三四环之间
朝阳公园西里(南区),朝阳,朝阳公园,麦子店街,10号线,团结湖,689,2015年,三四环之间
南平东里,朝阳,首都机场,南平街,机场线,T3航,楼站1700,1996年,五六环之间
双桥温泉东里小区(北区),朝阳,双桥,双桥东路,八通线,八里桥,2052,2001年,五六环之间
黄金苑,朝阳,北苑,北苑路5号,5号线,立水桥南,124,1999年,五六环之间
东土城路13号院,朝阳,柳芳,东土城路13号,13号线,柳芳,674,2015年,二三环之间
东土城路1号院,朝阳,柳芳,东土城路1号,13号线,柳芳,136,1995年,二三环之间
北桃园,朝阳,芍药居,高原街,5号线,惠新西街北口,1006,2015年,三四环之间
小关东里8号院,朝阳,小关,北土城东路,10号线,惠新西街南口,379,1997年,三四环之间
安慧里(五区),朝阳,亚运村,惠新西街,5号线,惠新西街北口,328,1990年,四五环之间
东架松,朝阳,潘家园,华威路,10号线,潘家园,411,1981年,二三环之间
紫庐,朝阳,北苑,北苑路甲76号,15号线,关庄,1626,2005年,四五环之间
安翔南里,朝阳,健翔桥,安翔路,8号线,奥体中心,1088,2015年,四五环之间
鸿华高尔夫家园,朝阳,亚运村,北苑路甲108号,5号线,大屯路东,1533,2005年,四五环之间
伊东漪龙台,朝阳,潘家园,潘家园路,10号线,潘家园,1169,2002年,二三环之间
澳林观邸,朝阳,北沙滩,科荟路,15号线,北沙滩,1044,2008年,四五环之间
弘燕路小区,朝阳,十八里店,弘燕路10号,14号线(东),北工大西门,861,1995年,三四环之间
学士居小区,朝阳,北沙滩,科荟路,15号线,北沙滩,1055,2000年,四五环之间
特区808,朝阳,石佛营,石佛营路,6号线,十里堡,1107,2005年,四五环之间
南十里居10号院,朝阳,酒仙桥,酒仙桥路,14号线(东),东风北桥,1223,1980年,四五环之间
住邦2000,朝阳,慈云寺,朝阳路,八通线,四惠,644,2003年,四五环之间
滨河1号小区,朝阳,酒仙桥,将台东路,14号线(东),将台,1334,2009年,四五环之间
东旭公寓,朝阳,管庄,双桥东路18号,八通线,果园,2974,1996年,五六环之间
芍药居4号院,朝阳,芍药居,文学馆路,13号线,芍药居,724,1998年,三四环之间
高杨树北里,朝阳,东坝,驹子房路,6号线,褡裢坡,2968,2004年,五六环之间
广馨居,朝阳,双井,广渠门外大街,7号线,广渠门外,378,2000年,二三环之间
市场街小区,朝阳,建外大街,朝外南大街19号,2号线,朝阳门,828,2000年,二三环之间
石佛营东里128号院,朝阳,石佛营,姚家园路,6号线,十里堡,1184,2000年,四五环之间
阳光家园,朝阳,百子湾,百子湾路,7号线,化工,1451,2008年,六环以外
中纺里,朝阳,三里屯,南三里屯路,6号线,东大桥,657,2015年,二三环之间
左家庄(三区),朝阳,三元桥,香河园路,13号线,柳芳,1214,2000年,二三环之间
潘道庙小区,朝阳,大望路,平乐园100号,14号线(东),北工大西门,613,1980年,三四环之间
中水金海嘉苑,朝阳,石佛营,石佛营100号,6号线,十里堡,1546,2005年,四五环之间
北苑5号院(二区),朝阳,北苑,秋实路,5号线,北苑路北,775,2003年,五六环之间
双柳新居,朝阳,双桥,通惠河南沿河路,八通线,双桥,630,2000年,五六环之间
水碓子北里,朝阳,团结湖,甜水园街,14号线(东),金台路,545,1997年,三四环之间
里外里公寓,朝阳,望京,广顺大街,14号线(东),阜通,196,2007年,四五环之间
小关东街17号院,朝阳,小关,小关东街17号,10号线,安贞门,338,1989年,三四环之间
定福庄南里3号院,朝阳,定福庄,建国路,八通线,传媒大学,560,1980年,五六环之间
南湖西园,朝阳,望京,望京西路,15号线,望京西,597,2000年,四五环之间
望京中环南路11号院,朝阳,花家地,花家地街,14号线(东),阜通,572,1995年,四五环之间
安和家园,朝阳,安贞,和平西街,5号线,和平西桥,216,1999年,二三环之间
黎明新座,朝阳,石佛营,石佛营西里3号,6号线,十里堡,1171,2000年,四五环之间
北辰福第(中区),朝阳,常营,常营北小街2号,6号线,常营,476,2008年,五六环之间
花虎沟9号院,朝阳,北沙滩,京藏高速路,8号线,林萃桥,1139,1996年,四五环之间
锦绣园公寓,朝阳,工体,幸福村中路,机场线,东直门,1075,1999年,二三环之间
珠江帝景(C区),朝阳,双井,黄辛庄路,7号线,大郊亭,508,2000年,三四环之间
碧水星阁,朝阳,十里堡,朝阳北路,6号线,十里堡,375,2004年,四五环之间
CBD总部公寓I(一期),朝阳,双井,光华北一街,7号线,广渠门外,535,2004年,二三环之间
羊坊2号院,朝阳,北苑,北苑路,5号线,北苑路北,472,2002年,五六环之间
永安南里小区,朝阳,建外大街,建华南路,1号线,永安里,639,2015年,二三环之间
泰福苑二区,朝阳,定福庄,朝阳北路,6号线,黄渠,633,2004年,五六环之间
外馆东街50号院,朝阳,安贞,外馆东街50号,8号线,安德里北街,879,1983年,二三环之间
甜水园西里,朝阳,团结湖,甜水园街,14号线(东),金台路,516,1996年,三四环之间
亮马桥路9号院,朝阳,酒仙桥,亮马桥路9号,14号线(东),东风北桥,351,1993年,四五环之间
光华欣居,朝阳,国贸,光华路6号,14号线(东),大望路,602,1986年,三四环之间
金兴路2号院,朝阳,望京,金兴路2号,14号线(东),阜通,626,2000年,四五环之间
大山子西里,朝阳,大山子,万红西街,14号线(东),望京南,464,1990年,四五环之间
惠新西里(一区),朝阳,惠新里,惠新北街,10号线,惠新西街南口,612,1989年,三四环之间
酒仙桥四街坊,朝阳,酒仙桥,酒仙桥路,14号线(东),东风北桥,1121,2000年,四五环之间
劲松嘉园,朝阳,劲松,劲松路,7号线,广渠门外,921,1997年,二三环之间
胜古东里,朝阳,惠新西街,北京市朝阳区北三环东路,5号线,和平西桥,538,2015年,三四环之间
首开国风北京,朝阳,望京,望京东园607号,15号线,望京东,960,2008年,四五环之间
健翔山庄,朝阳,奥林匹克公园,华严北里甲1号,10号线,健德门,545,1999年,三四环之间
东土城路9号院,朝阳,柳芳,东土城路9号,13号线,柳芳,587,1999年,二三环之间
沿海赛洛城(南区),朝阳,百子湾,广渠东路33号,7号线,百子湾,795,2007年,四五环之间
悠唐麒麟公馆,朝阳,朝外大街,"三丰路,近外交部南街",2号线,朝阳门,523,2008年,二三环之间
酒仙桥村,朝阳,将台路,酒仙桥路,14号线(东),将台,410,2015年,四五环之间
定福家园南里2号院,朝阳,定福庄,朝阳北路,6号线,褡裢坡,442,2006年,五六环之间
柳芳北街9号院,朝阳,柳芳,柳芳北街9号,13号线,柳芳,254,1998年,二三环之间
荧屏里,朝阳,大山子,酒仙桥北路,14号线(东),望京南,902,2000年,四五环之间
建国路100号小区,朝阳,国贸,建国路100号,10号线,国贸,507,1985年,三四环之间
酒仙桥七街坊,朝阳,酒仙桥,酒仙桥路,14号线(东),东风北桥,796,2015年,四五环之间
安苑东里(三区),朝阳,惠新西街,安苑路,5号线,惠新西街北口,364,2015年,三四环之间
左家庄西街5号院,朝阳,左家庄,左家庄西街1号,13号线,东直门,925,1998年,二三环之间
广泉小区,朝阳,双井,广渠门外大街甲28号,7号线,广渠门外,360,1998年,二三环之间
佳境天城,朝阳,望京,望京中环南路甲2号,14号线(东),望京南,654,2001年,四五环之间
高碑店村5号院,朝阳,高碑店,惠河南街,八通线,高碑店,385,2002年,四五环之间
华严里2号院,朝阳,亚运村,祁家豁子街175号,10号线,健德门,407,2015年,三四环之间
望京中环南路3号院,朝阳,花家地,花家地街,14号线(东),望京南,547,1989年,四五环之间
大旸楼,朝阳,双井,西大望路33号,7号线,九龙山,265,2005年,三四环之间
上河鹂岛,高新区,石桥铺,飞云中街6号,7号线,九龙山,265,30.00,公寓
东三里屯社区,朝阳,三里屯,工人体育场北路,10号线,团结湖,469,1965年,二三环之间
齐家园外交公寓,朝阳,建外大街,建外大街9号,1号线,永安里,460,1965年,二三环之间
百子湾家园(B区),朝阳,百子湾,百子湾路,八通线,四惠东,1011,2003年,四五环之间
定福庄北里1号院,朝阳,定福庄,定福庄路,6号线,褡裢坡,740,2000年,五六环之间
普乐门公寓,朝阳,四惠,陈家林甲2号,1号线,四惠东,667,2011年,四五环之间
朝阳公园西路7号院,朝阳,朝阳公园,朝阳公园西路7号,14号线(东),枣营,293,2006年,三四环之间
光华路小区,朝阳,国贸,光华路北2号,10号线,金台夕照,637,1990年,三四环之间
嘉铭桐城(C区),朝阳,亚运村小营,北苑路86号,15号线,大屯路东,602,2003年,四五环之间
高杨树南里,朝阳,东坝,富东家园路,6号线,褡裢坡,2848,1986年,五六环之间
建研院,朝阳,和平街,小黄庄路9号,5号线,和平西桥,388,2000年,二三环之间
和平里北街甲5号院,朝阳,和平街,和平里北街甲5号,13号线,柳芳,256,1981年,二三环之间
工体南路小区,朝阳,工体,工人体育场南路,6号线,东大桥,531,1988年,二三环之间
左家庄西街1号院,朝阳,国展,左家庄西街1号,13号线,柳芳,979,2015年,二三环之间
惠安轩,朝阳,惠新西街,安苑路甲17号,5号线,惠新西街北口,484,2000年,三四环之间
美丽亚洲假日花园,朝阳,高碑店,兴隆西街8号,八通线,高碑店,661,1999年,四五环之间
中纺东里,朝阳,三里屯,白家庄路,10号线,团结湖,688,2000年,二三环之间
北湖渠村578号院,朝阳,望京,北湖渠578号,15号线,望京西,1520,2000年,四五环之间
新街大院,朝阳,国贸,朝阳路,10号线,金台夕照,593,1991年,三四环之间
环卫家园,朝阳,石佛营,石佛营路,6号线,十里堡,687,2000年,四五环之间
晨光家园C区,朝阳,石佛营,朝阳北路,6号线,十里堡,610,1999年,四五环之间
双花园小区,朝阳,双井,东三环中路辅路,1号线,国贸,734,2000年,二三环之间
大羊坊甲4号院,朝阳,北苑,北苑路,5号线,立水桥南,608,1995年,五六环之间
立水桥北里,朝阳,北苑,立汤路,13号线,立水桥,117,2000年,五六环之间
育慧里一区,朝阳,亚运村小营,育慧北路,5号线,惠新西街北口,1154,1994年,四五环之间
民族园9号院,朝阳,亚运村,民族园9号,8号线,奥体中心,468,1999年,三四环之间
惠新北里2号院,朝阳,惠新里,安苑路,5号线,惠新西街北口,573,1982年,三四环之间
朝新嘉园东里三区,朝阳,东坝,驹子房路,6号线,褡裢坡,2542,2006年,五六环之间
金茂公寓,朝阳,国贸,光华路,1号线,永安里,617,1997年,二三环之间
融科橄榄城(三期),朝阳,望京,阜安东路,15号线,望京东,778,2006年,四五环之间
中环南路5号院,朝阳,花家地,花家地街,14号线(东),望京南,496,1993年,四五环之间
高原街7号院,朝阳,芍药居,高原街7号,5号线,惠新西街北口,845,2015年,三四环之间
东草园五巷小区,朝阳,工体,工人体育场南路,6号线,东大桥,425,1999年,二三环之间
马泉营(一区),朝阳,来广营,香江北路,15号线,马泉营,888,2007年,五六环之间
世纪东方嘉园(南区),朝阳,欢乐谷,大柳树路,7号线,南楼梓庄,616,2000年,四五环之间
马泉营(三区),朝阳,来广营,香江北路,15号线,马泉营,591,2015年,五六环之间
市政物业小区,朝阳,亚运村小营,北苑路,5号线,惠新西街北口,470,2002年,四五环之间
联宝公寓,朝阳,工体,幸福村中路,2号线,东四十条,967,2015年,二三环之间
团结湖水利局宿舍,朝阳,团结湖,农展馆南路,14号线(东),朝阳公园,684,1995年,三四环之间
静安苑,朝阳,左家庄,香河园路,13号线,柳芳,1221,2001年,二三环之间
道家村,朝阳,团结湖,甜水园东街,6号线,金台路,617,1993年,三四环之间
成苑公寓,朝阳,朝阳公园,朝阳公园路,14号线(东),枣营,317,1994年,三四环之间
定福庄西里1号院,朝阳,定福庄,定中街,八通线,传媒大学,876,1987年,五六环之间
西大望路北小区,朝阳,双井,西大望路,1号线,大望路,765,2012年,二三环之间
顺景园,朝阳,望京,北四环东路2号,10号线,太阳宫,1313,2008年,三四环之间
京通苑阳光华苑,朝阳,管庄,朝阳路,八通线,管庄,635,2003年,五六环之间
黄寺大街28号院,朝阳,安贞,黄寺大街28号,8号线,安德里北街,701,1992年,二三环之间
西八间房北里,朝阳,花家地,望花路,14号线(东),阜通,524,1992年,四五环之间
定福庄东街小区,朝阳,定福庄,定福庄东街,八通线,传媒大学,124,2000年,五六环之间
康斯丹郡,朝阳,亚运村,北苑路78号,5号线,大屯路东,1330,2004年,四五环之间
丽东国际公寓,朝阳,酒仙桥,芳园西路7号,14号线(东),将台,763,2000年,四五环之间
长安花园,朝阳,望京,金兴路6号,14号线(东),望京南,593,1990年,四五环之间
晨曦园,朝阳,八里庄,八里庄路,6号线,十里堡,867,2000年,四五环之间
北沙滩4号院,朝阳,北沙滩,北沙滩路4号,15号线,北沙滩,410,1988年,四五环之间
管庄新村D区,朝阳,管庄,双桥东路,八通线,管庄,803,2010年,五六环之间
紫南家园(南区),朝阳,欢乐谷,大柳树路,7号线,南楼梓庄,288,2015年,四五环之间
广和东里,朝阳,双井,广和东里中街,7号线,广渠门外,519,1978年,二三环之间
麦子店街小区,朝阳,朝阳公园,麦子店街3号,14号线(东),枣营,544,2015年,三四环之间
育慧北里,朝阳,亚运村小营,小营东路,15号线,关庄,655,1990年,四五环之间
北四环中路33号院,朝阳,亚运村,北四环中路33号,8号线,奥体中心,740,1997年,四五环之间
三全公寓,朝阳,燕莎,麦子店街38号,10号线,亮马桥,474,1997年,三四环之间
惠新东街14号院,朝阳,芍药居,惠新东街14号,10号线,惠新西街南口,676,1990年,三四环之间
美然动力街区A2区,朝阳,定福庄,朝阳北路,6号线,褡裢坡,442,2003年,五六环之间
豪威嘉园,朝阳,和平街,和平西街,5号线,和平西桥,411,2015年,二三环之间
安得公寓,朝阳,垡头,武基路,7号线,双合,1831,2015年,四五环之间
垂杨柳中里,朝阳,双井,垂杨柳南街,10号线,劲松,598,1976年,二三环之间
龙欣苑,朝阳,北沙滩,科萃路,15号线,北沙滩,846,2000年,四五环之间
复地首府,朝阳,大望路,西大望路甲20号,7号线,九龙山,259,2008年,三四环之间
蕴实园,朝阳,北苑,红军营东路,13号线,北苑,592,2007年,五六环之间
城锦苑,朝阳,北苑,双营路6号,5号线,北苑路北,829,2014年,五六环之间
北苑村,朝阳,北苑,北苑中街,5号线,北苑路北,924,2015年,五六环之间
君堂好园,朝阳,十八里店,大羊坊路,7号线,欢乐谷景区,2573,2015年,四五环之间
西大望路65号院,朝阳,双井,西大望路65号,7号线,九龙山,848,1999年,三四环之间
酒仙桥路7号院,朝阳,大山子,酒仙桥路,14号线(东),望京南,601,1982年,四五环之间
惠新南里2号院,朝阳,芍药居,惠新北街,10号线,惠新西街南口,561,1991年,三四环之间
光华东里,朝阳,国贸,金桐东路,1号线,国贸,484,1998年,二三环之间
方家村小区,朝阳,百子湾,广渠路甲1号,7号线,化工,1441,1998年,四五环之间
瑞福苑,朝阳,左家庄,左家庄东街,13号线,柳芳,1077,2002年,二三环之间
三间房南里,朝阳,双桥,朝阳路,八通线,双桥,775,1958年,五六环之间
广渠路46号小区,朝阳,双井,广渠路46号,10号线,双井,221,2008年,三四环之间
夏都家园,朝阳,望京,广顺北大街31号,15号线,望京,331,2003年,四五环之间
